5,1.50411,1.44318,1.50517,1.50479,6.84094,6.88619,6.87764,6.89854
10,2.88853,2.91439,2.93609,2.98118,13.6876,13.6062,13.7483,13.7662
15,4.36177,4.35299,4.40496,4.53259,20.3858,20.37,20.399,20.3933
20,5.81477,5.8225,5.84464,5.81463,27.8359,27.6329,27.9314,27.5191
,Parallel,Serial,,,,,,
5,1.4893,6.8758,,,,,,
10,2.93,13.702,,,,,,
15,4.413,20.387,,,,,,
20,5.8241,27.7298,,,,,,
5,11.6817
5,17.2758
5,17.7057
5,17.6576
5,17.5386
5,17.5192
5,13.5848
5,4.31917
5,4.13202
5,13.7609
5,58.2197
5,58.2127
5,11.9591
5,0.60027
5,0.363727
5,0.439347
5,0.435407
5,0.430701
5,0.591175
5,0.747747
5,0.754422
5,0.444849
5,0.391481
5,11.8228
5,0.402667
5,0.385367
5,11.9433
